id,Title
218,Kidou Senkan Nadesico
13655,Little Busters!
12291,Acchi Kocchi (TV)
22147,Amagi Brilliant Park
21273,Gochuumon wa Usagi Desu ka?
42625,Heion Sedai no Idaten-tachi
379,Heppoko Jikken Animation Excel♥Saga
37614,Hitoribocchi no Marumaru Seikatsu
42361,"Ijiranaide, Nagatoro-san"
2227,Lady Lady!!
36522,Ling Qi 2
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...
39491,Psycho-Pass 3
26243,Owari no Seraph
30296,Rakudai Kishi no Cavalry
355,Shakugan no Shana
10378,Shinryaku!? Ika Musume
5712,Tanoshii Muumin Ikka Bouken Nikki
16011,Tokyo Ravens
18497,Yozakura Quartet: Hana no Uta
22199,Akame ga Kill!
1050,Bobobo-bo Bo-bobo
270,Hellsing
36220,Itsudatte Bokura no Koi wa 10 cm Datta.
12679,Joshiraku
10620,Mirai Nikki (TV)
13349,Chouyaku Hyakuninisshu: Uta Koi.
3731,Itazura na Kiss
20785,Mahouka Koukou no Rettousei
3420,Shigofumi
16524,Suisei no Gargantia
40685,Super Cub
11319,Zero no Tsukaima F
593,Mugen no Ryvius
34262,Oushitsu Kyoushi Heine
5671,Saki
1608,Salaryman Kintarou
166,Samurai 7
40870,SSSS.Dynazenon
13663,To LOVE-Ru Darkness
28979,To LOVE-Ru Darkness 2nd
3613,Toshokan Sensou
39469,Tsugu Tsugumomo
691,Yawara!
33731,Gabriel DropOut
10793,Guilty Crown
14467,K
334,Marmalade Boy
102,Aishiteruze Baby★★
35015,Ani ni Tsukeru Kusuri wa Nai!
11433,Ano Natsu de Matteru
6573,Darker than Black: Ryuusei no Gemini
364,Gallery Fake
2409,Gokudou-kun Manyuuki
13115,Hakuouki Reimeiroku
37475,Kishuku Gakkou no Juliet
37984,"Kumo Desu ga, Nani ka?"
435,Magic Knight Rayearth
8476,Otome Youkai Zakuro
18523,Senyuu. 2
1642,Sugar Sugar Rune
14289,Sukitte Ii na yo.
200,Tenshi na Konamaiki
481,Yu☆Gi☆Oh! Duel Monsters
15793,Senki Zesshou Symphogear G
30736,Shingeki no Bahamut: Virgin Soul
2596,Shinreigari
3974,Tetsuwan Birdy Decode
1459,Uchuu no Kishi Tekkaman Blade
2608,Wangan Midnight
1840,Zero no Tsukaima: Futatsuki no Kishi
31580,Ajin
35821,Chio-chan no Tsuugakuro
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III
18465,Genshiken Nidaime
551,Grappler Baki: Saidai Tournament-hen
1852,Hidamari Sketch
142,Kamikaze Kaitou Jeanne
1579,Kiniro no Corda: Primo Passo
36565,Major 2nd (TV)
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen
24703,High School DxD BorN
2037,Hime-chan no Ribbon
48753,Jahy-sama wa Kujikenai!
40908,Kemono Jihen
9834,Level E
98,Mai-HiME
37890,Oshi ga Budoukan Ittekuretara Shinu
490,Paniponi Dash!
8557,Shinryaku! Ika Musume
879,Simoun
8726,Soredemo Machi wa Mawatteiru
11933,Oda Nobuna no Yabou
23135,PriPara
64,Rozen Maiden
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru
40540,Sword Art Online: Alicization - War of Underworld 2nd Season
696,Tenchi Muyou!
33094,WWW.Working!!
38753,Araburu Kisetsu no Otome-domo yo.
586,Ayakashi: Japanese Classic Horror
1069,Chou Denji Machine Voltes V
40056,Deca-Dence
37349,Goblin Slayer
287,Grappler Baki (TV)
9938,Ikoku Meiro no Croisée The Animation
11013,Inu x Boku SS
14527,Medaka Box Abnormal
35828,Miira no Kaikata
22729,Aldnoah.Zero
11235,Amagami SS+ Plus
59,Chobits
32696,Fukigen na Mononokean
242,Gokusen
15613,Hakkenden: Touhou Hakken Ibun
38472,Isekai Quartet
15051,Love Live! School Idol Project
76,Mahou Shoujo Lyrical Nanoha
35078,Mitsuboshi Colors
34134,One Punch Man 2nd Season
21573,Senki Zesshou Symphogear GX
5262,Shugo Chara!! Doki
1651,Uchuu Senkan Yamato 2
156,X
23281,Psycho-Pass 2
327,Puchi Pri*Yucie
165,RahXephon
131,Saiyuuki Reload Gunlock
16123,Saki Zenkoku-hen
2923,Shugo Chara!
25,Sunabouzu
2014,Taiho Shichau zo: Second Season
4654,Toaru Majutsu no Index
181,Vandread: The Second Stage
798,Yomigaeru Sora: Rescue Wings
3972,Yu☆Gi☆Oh! 5D's
36934,Captain Tsubasa (2018)
134,Gunslinger Girl
1663,Haha wo Tazunete Sanzenri
40842,Idoly Pride
31798,Kiznaiver
20541,Mikakunin de Shinkoukei
2548,Ai no Wakakusa Monogatari
1327,Aoki Densetsu Shoot!
40060,BNA
1614,Captain Tsubasa: Road to 2002
35756,Comic Girls
25731,Cross Ange: Tenshi to Ryuu no Rondo
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.
30694,Dragon Ball Super
25183,Gangsta.
35889,Hakata Tonkotsu Ramens
6895,Hakuouki
39730,Houkago Teibou Nisshi
8841,Kore wa Zombie Desu ka?
22693,Lady Jewelpet
37975,Piano no Mori (TV) 2nd Season
130,Saiyuuki Reload
167,Scrapped Princess
38787,Senryuu Shoujo
2216,Shigurui
5233,Slayers Evolution-R
1728,Super GALS! Kotobuki Ran
2203,Waga Seishun no Arcadia: Mugen Kidou SSX
4416,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering
1060,Oruchuban Ebichu
34494,Sakura Quest
16417,Tamako Market
15061,Aikatsu!
33506,Ao no Exorcist: Kyoto Fujouou-hen
4189,Fuyu no Sonata
23311,Garo: Honoo no Kokuin
32526,Love Live! Sunshine!!
103,Akazukin Chacha
18893,Aoki Hagane no Arpeggio: Ars Nova
2553,Flanders no Inu
4060,Grimm Meisaku Gekijou
32648,Handa-kun
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.
489,Kamichu!
2204,Karakurizoushi Ayatsuri Sakon
1878,Kaze no Shoujo Emily
1454,Kemonozume
1972,Meitantei Holmes
23421,Re:␣Hamatora
2903,Sakigake!! Otokojuku
24037,Selector Spread WIXOSS
2942,Sketchbook: Full Color's
17080,Soukyuu no Fafner: Dead Aggressor - Exodus
10798,Un-Go
183,Whistle!
3199,Nanatsu no Umi no Tico
27787,Nisekoi:
168,s.CRY.ed
20709,Sabage-bu!
5355,Sengoku Basara
113,Uchuu no Stellvia
25519,Yuuki Yuuna wa Yuusha de Aru
15911,Yuyushiki
3712,Zero no Tsukaima: Princesses no Rondo
763,Zoids
12149,AKB0048
501,Doraemon
11617,High School DxD
33654,Hitorijime My Hero
39988,Isekai Quartet 2
8217,Jewelpet Twinkle☆
2330,Jibaku-kun
1021,Kaikan Phrase
3358,Kure-nai
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note
1292,Afro Samurai
1589,Bartender
68,Black Cat (TV)
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me
18507,Free!
344,Futatsu no Spica
33241,Honobono Log
40513,Nami yo Kiitekure
351,Ojamajo Doremi Sharp
38483,Ore wo Suki nano wa Omae dake ka yo
34102,Sakurada Reset
5141,Taishou Yakyuu Musume.
970,Yokoyama Mitsuteru Sangokushi
352,Motto! Ojamajo Doremi
1873,Plawres Sanshirou
10257,Pretty Rhythm: Aurora Dream
48406,Re-Main
238,Rekka no Honoo
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.
5984,Ristorante Paradiso
38759,Sewayaki Kitsune no Senko-san
30344,The iDOLM@STER Cinderella Girls 2nd Season
3549,Allison to Lillia
14967,Boku wa Tomodachi ga Sukunai Next
40004,Bokutachi wa Benkyou ga Dekinai!
14345,Btooom!
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki
15863,Ginga Kikoutai Majestic Prince
34012,Isekai Shokudou
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e"
50,Aa! Megami-sama! (TV)
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken
35376,Himouto! Umaru-chan R
36884,Hisone to Maso-tan
35413,Imouto sae Ireba Ii.
40839,"Kanojo, Okarishimasu"
483,Kurau Phantom Memory
16353,Love Lab
3225,Minami-ke Okawari
2929,Moonlight Mile 2nd Season: Touch Down
30016,Nanbaka
527,Pokemon
13599,Robotics;Notes
18041,Rozen Maiden (2013)
573,Saber Marionette J
5909,Seitokai no Ichizon
959,Shin Chou Kyou Ryo: Condor Hero
2555,Shoukoushi Cedie
198,Speed Grapher
38578,Star☆Twinkle Precure
34086,Tales of Zestiria the Cross 2nd Season
2129,True Tears
17505,Mushibugyou
1655,Nerima Daikon Brothers
11499,Sankarea
44203,Seirei Gensouki
15751,Senyuu.
7662,Shinrei Tantei Yakumo
40902,Shokugeki no Souma: Gou no Sara
2337,Tetsujin 28-gou (2004)
37993,Watashi ni Tenshi ga Maiorita!
878,Zegapain
4038,Zettai Karen Children
764,Zoids Shinseiki/Zero
8676,Amagami SS
2986,Bamboo Blade
34618,Blend S
1536,Busou Renkin
1391,Future GPX Cyber Formula
3213,Ganbare Genki
14811,GJ-bu
506,Glass no Kamen
21681,Hanayamata
16009,Kamisama no Inai Nichiyoubi
519,Mahoraba: Heartful days
92,After War Gundam X
4186,Chrome Shelled Regios
2817,Cinderella Monogatari
18229,Gatchaman Crowds
476,Ginban Kaleidoscope
33490,Kaitou Joker 4th Season
1426,Lupin III: Part III
158,Maria-sama ga Miteru
161,Peace Maker Kurogane
710,Rec
28497,Rokka no Yuusha
10884,Saki Achiga-hen: Episode of Side-A
5277,Sekirei: Pure Engagement
5958,Sora no Otoshimono
33362,Starmyu 2nd Season
944,The Third: Aoi Hitomi no Shoujo
3859,Top Secret: The Revelation
9181,Motto To LOVE-Ru
6712,Natsu no Arashi! Akinaichuu
31414,Nijiiro Days
33983,Onihei
48252,"Ore, Tsushima"
11179,Papa no Iukoto wo Kikinasai!
32105,Sousei no Onmyouji
6381,Strike Witches 2
38005,Strike Witches: Road to Berlin
2257,Taiyou no Kiba Dagram
10232,Tamayura: Hitotose
13333,Tari Tari
27,Trinity Blood
38186,Bokutachi wa Benkyou ga Dekinai
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen
39026,Dumbbell Nan Kilo Moteru?
356,Fate/stay night
36317,Gaikotsu Shotenin Honda-san
39586,Hataraku Saibou!!
5150,Hatsukoi Limited.
34933,Kakegurui
3958,Kannagi
845,Kiba
2927,KimiKiss Pure Rouge
6604,Kuruneko
633,Legend of Basara
40272,A3! Season Autumn & Winter
37403,Ahiru no Sora
101,Air
40532,Appare-Ranman!
11633,Blood Lad
2116,Captain Tsubasa
5684,Fresh Precure!
31500,High School Fleet
6116,Mainichi Kaasan
3342,Mnemosyne: Mnemosyne no Musume-tachi
272,Noir
42391,Osomatsu-san 3rd Season
36652,Piano no Mori (TV)
19291,Pokemon XY
5034,Shikabane Hime: Kuro
960,Shin Chou Kyou Ryo: Condor Hero II
4884,Tales of the Abyss
5832,Tiger Mask Nisei
35249,Uma Musume: Pretty Derby (TV)
5075,Yuusha Keisatsu J-Decker
34863,Zoku Touken Ranbu: Hanamaru
2744,Potemayo
4618,RideBack
1231,Saber Marionette J to X
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai
5854,Shin Chou Kyou Ryo: Condor Hero III
32175,Shounen Maid
75,Soukyuu no Fafner: Dead Aggressor
855,Strawberry Panic
1195,Zero no Tsukaima
2225,Alps no Shoujo Heidi
282,Angel Heart
6676,Asura Cryin' 2
1222,Bokura ga Ita
4061,Grimm Masterpiece Theater II
6574,Hanamaru Youchien
1590,Legendz: Yomigaeru Ryuuou Densetsu
99,Mai-Otome
11759,Accel World
15109,Cuticle Tantei Inaba
485,Damekko Doubutsu
35849,Darling in the FranXX
1250,Erementar Gerad
653,Galaxy Angel 3
21039,Gatchaman Crowds Insight
20689,Hamatora The Animation
1410,IGPX: Immortal Grand Prix (2005) 2nd Season
18295,Kakumeiki Valvrave 2nd Season
40497,Mahouka Koukou no Rettousei: Raihousha-hen
4483,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora
14833,Maoyuu Maou Yuusha
10110,Mayo Chiki!
3655,Nabari no Ou
13585,Natsuyuki Rendezvous
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen
35330,Poputepipikku
5226,Souten Kouro
30911,Tales of Zestiria the Cross
1744,Wagamama☆Fairy Mirumo de Pon!
5597,Natsu no Arashi!
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen
42826,Seijo no Maryoku wa Bannou Desu
4028,Slayers Revolution
152,Solty Rei
28621,Subete ga F ni Naru
46471,"Tantei wa Mou, Shindeiru."
7,Witch Hunter Robin
3006,Atashin'chi
22433,Break Blade
38656,Darwin's Game
20509,Fate/kaleid liner Prisma☆Illya 2wei!
1858,Gakuen Utopia Manabi Straight!
411,Gun x Sword
27829,Heavy Object
6980,Kaidan Restaurant
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone
3577,Kyouran Kazoku Nikki
37023,Layton Mystery Tanteisha: Katri no Nazotoki File
21105,Love Stage!!
28013,Macross Δ
335,Matantei Loki Ragnarok
738,MÄR
330,Midori no Hibi
31771,Amanchu!
37716,Beelzebub-jou no Okinimesu mama.
1674,Captain Tsubasa J
1678,Cyborg 009: The Cyborg Soldier
1684,Dotto Koni-chan
386,H2
15699,Haiyore! Nyaruko-san W
34281,High School DxD Hero
20853,Hitsugi no Chaika
2228,Honoo no Toukyuuji: Dodge Danpei
40833,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii
940,Inukami!
35639,Just Because!
43691,Kageki Shoujo!!
52,Kidou Tenshi Angelic Layer
10870,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV)
2253,Mazinger Z
6030,Needless
19369,Outbreak Company
326,Petshop of Horrors
9893,Suite Precure♪
4663,Tekken Chinmi
3009,Tiger Mask
2820,Time Travel Tondekeman!
30901,Utawarerumono: Itsuwari no Kamen
1722,Nagasarete Airantou
22273,Selector Infected WIXOSS
47257,Shinigami Bocchan to Kuro Maid
9241,Super Robot Taisen OG: The Inspector
42668,Taisou Zamurai
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku
935,Witchblade
306,Abenobashi Mahou☆Shoutengai
10396,Ben-To
40752,Bishounen Tanteidan
5356,Canaan
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation
8915,Dantalian no Shoka
505,Fushigiboshi no☆Futagohime
27631,God Eater
4551,Hakushaku to Yousei
38476,Heya Camp△
714,High School! Kimengumi
4550,Hyakko
16732,Kiniro Mosaic
29325,Koukaku Kidoutai Arise: Alternative Architecture
28623,Koutetsujou no Kabaneri
1374,Kyoushoku Soukou Guyver (2005)
333,Mama wa Shougaku 4 Nensei
1450,Brigadoon: Marin to Melan
2383,Cybersix
1778,Dae Jang Geum: Jang Geum's Dream
246,Groove Adventure Rave
24625,Gundam Build Fighters Try
953,Juu Ou Sei
1808,Kamichama Karin
32949,Kuzu no Honkai
4375,Kyoro-chan
38098,Mix
41619,Munou na Nana
12467,Nazo no Kanojo X
2835,Patalliro!
341,Spiral: Suiri no Kizuna
7058,Uragiri wa Boku no Namae wo Shitteiru
350,Ojamajo Doremi
34126,Rewrite 2nd Season
41456,"Sentouin, Hakenshimasu!"
6758,Tatakau Shisho: The Book of Bantorra
30740,Young Black Jack
5675,Basquash!
10719,Boku wa Tomodachi ga Sukunai
1313,Digimon Adventure 02
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II
2030,El Cazador de la Bruja
915,Ginga Densetsu Weed
34279,Grancrest Senki
41006,Higurashi no Naku Koro ni Gou
37086,Kakegurui××
1691,Kaze no Stigma
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2
5525,07-Ghost
104,Ayashi no Ceres
10163,C: The Money of Soul and Possibility Control
6149,Chibi Maruko-chan (1995)
4726,Druaga no Tou: The Sword of Uruk
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!
1126,Figure 17: Tsubasa & Hikaru
1524,Fuujin Monogatari
37140,Gegege no Kitarou (2018)
12875,Ginga e Kickoff!!
3010,Kaiketsu Zorro
147,Kimi ga Nozomu Eien
3272,Kinnikuman
31952,Kono Bijutsubu ni wa Mondai ga Aru!
4903,Kyou no 5 no 2 (TV)
1013,Le Chevalier D'Eon
13409,Moyashimon Returns
3467,Nogizaka Haruka no Himitsu
4114,Onegai My Melody: Kuru Kuru Shuffle!
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru"
107,Ou Dorobou Jing
1565,Pokemon Diamond & Pearl
2361,Sei Juushi Bismarck
4581,Shikabane Hime: Aka
33417,Super Lovers 2
4382,Suzumiya Haruhi no Yuuutsu (2009)
173,Tactics
12711,Uta no☆Prince-sama♪: Maji Love 2000%
712,Zoids Genesis
2152,Oh! Edo Rocket
33726,Saiyuuki Reload Blast
1965,Sola
8934,Star Driver: Kagayaki no Takuto
390,Suzuka
11757,Sword Art Online
3000,Taiho Shichau zo: Full Throttle
11341,Tantei Opera Milky Holmes Dai 2 Maku
2113,Tenkuu Senki Shurato
2577,Tom Sawyer no Bouken
3322,Wagaya no Oinari-sama.
3627,D.C.II S.S.: Da Capo II Second Season
19163,Date A Live II
31163,Dimension W
15225,Hentai Ouji to Warawanai Neko.
20457,"Inari, Konkon, Koi Iroha."
28869,Kaitou Joker 2nd Season
274,Kiddy Grade
1196,Masuda Kousuke Gekijou Gag Manga Biyori
5273,Miracle Giants Doumu-kun
94,Mobile Suit Gundam SEED Destiny
11697,Area no Kishi
9200,Dae Jang Geum: Jang Geum's Dream 2
24031,Denki-gai no Honya-san
655,Galaxy Angel 4
14645,Hiiro no Kakera Dai Ni Shou
24231,Hitsugi no Chaika: Avenging Battle
40530,Jaku-Chara Tomozaki-kun
15379,Kotoura-san
7769,Ookami-san to Shichinin no Nakama-tachi
37578,Planet With
40351,Pokemon (2019)
2254,Sentou Mecha Xabungle
30649,Shin Atashin'chi
550,Yu☆Gi☆Oh!
6023,Nogizaka Haruka no Himitsu: Purezza
9981,Phi Brain: Kami no Puzzle
180,Vandread
2043,Cat's Eye
61,D.N.Angel
15583,Date A Live
6880,Deadman Wonderland
2400,GS Mikami
5041,Guin Saga
14765,Ixion Saga DT
28387,Joukamachi no Dandelion
41103,Koi to Yobu ni wa Kimochi Warui
6707,Kuroshitsuji II
43814,Deatte 5-byou de Battle
424,Dirty Pair
5760,Dororo to Hyakkimaru
3568,Ganbarist! Shun
40230,Housekishou Richard-shi no Nazo Kantei
1145,Kaze no Youjinbou
34712,Kujira no Kora wa Sajou ni Utau
40974,Kuma Kuma Kuma Bear
3345,Mikan Enikki
4879,Mouryou no Hako
6560,Popee the Performer
2486,Rumiko Takahashi Anthology
100,Shin Shirayuki-hime Densetsu Prétear
3594,Tears to Tiara
19117,Toaru Hikuushi e no Koiuta
38480,Toaru Kagaku no Accelerator
2816,Toushou Daimos
44191,Tropical-Rouge! Precure
1941,Moonlight Mile 1st Season: Lift Off
2926,Myself; Yourself
6512,Nyan Koi!
1538,Pumpkin Scissors
15905,Qin Shi Ming Yue: Wanli Changcheng
32951,Rokudenashi Majutsu Koushi to Akashic Records
529,Saishuu Heiki Kanojo
1823,Shin Hakkenden
1548,Shin Taketori Monogatari: 1000-nen Joou
5504,Shinkyoku Soukai Polyphonica Crimson S
1133,Tenchi Muyou! GXP
41762,Tenchi Souzou Design-bu
3036,Tobe! Isami
4752,Vampire Knight: Guilty
35220,Youkai Apartment no Yuuga na Nichijou
30205,Aoharu x Kikanjuu
40128,Arte
32494,Days (TV)
3230,Druaga no Tou: The Aegis of Uruk
34662,Fate/Apocrypha
18411,Gingitsune
13261,Inazuma Eleven Go: Chrono Stone
42822,Kai Byoui Ramune
31670,Kaitou Joker 3rd Season
1086,Kenran Butou Sai: The Mars Daybreak
32245,Kuromukuro
31610,Kyoukai no Rinne (TV) 2nd Season
2542,Lady Georgie
276,Mahoromatic: Automatic Maiden
1164,Mahou Senshi Louie
2825,Arabian Nights: Sindbad no Bouken (TV)
369,Boogiepop wa Warawanai
36633,Date A Live III
9379,Denpa Onna to Seishun Otoko
332,Dokidoki♡Densetsu: Mahoujin Guruguru
652,Galaxy Angel Z
2484,Gear Fighter Dendoh
958,HeatGuy J
16668,Kakumeiki Valvrave
3229,Kimi ga Aruji de Shitsuji ga Ore de
5079,Kurokami The Animation
277,Mahoromatic: Motto Utsukushii Mono
8917,Mouretsu Pirates
613,Onmyou Taisenki
22865,Rokujouma no Shinryakusha!? (TV)
21561,Ryuugajou Nanana no Maizoukin (TV)
35847,SSSS.Gridman
34915,The iDOLM@STER SideM
178,Ultra Maniac
31178,Uta no☆Prince-sama♪: Maji Love Legend Star
482,Yu☆Gi☆Oh!: Duel Monsters GX
195,Onegai☆Teacher
1846,Princess Nine: Kisaragi Joshikou Yakyuubu
31374,Shingeki! Kyojin Chuugakkou
23587,The iDOLM@STER Cinderella Girls
31370,Tonkatsu DJ Agetarou
1932,Yes! Precure 5
394,Ai Yori Aoshi: Enishi
16201,Aku no Hana
21437,Buddy Complex
2748,Dash! Kappei
1132,Digimon Frontier
2222,Dr. Slump: Arale-chan
36144,Garo: Vanishing Line
3231,Gunslinger Girl: Il Teatrino
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2"
3335,Haikara-san ga Tooru
28825,Himouto! Umaru-chan
2602,Kenkou Zenrakei Suieibu Umishou
206,Lodoss-tou Senki: Eiyuu Kishi Den
24455,Madan no Ou to Vanadis
21863,Mangaka-san to Assistant-san to The Animation
39184,A3! Season Spring & Summer
35834,Angolmois: Genkou Kassenki
20787,Black Bullet
15611,Cardfight!! Vanguard: Link Joker-hen
37338,Chuukan Kanriroku Tonegawa
2036,Cosmic Baton Girl Comet-san☆
4690,Cyborg 009 (1979)
1534,Futari wa Precure: Splash☆Star
5670,GA: Geijutsuka Art Design Class
1490,Ginga Tetsudou Monogatari
3298,Hatenkou Yuugi
26441,Junketsu no Maria
990,Kamisama Kazoku
469,Karin
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari
690,Kyuuketsuhime Miyu (TV)
2044,Mahou no Tenshi Creamy Mami
1017,Majutsushi Orphen
4062,Musashi no Ken
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden
3125,Tokimeki Tonight
3692,Yes! Precure 5 GoGo!
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen
2489,Onegai My Melody
2108,Rockman.EXE Axess
22359,Sanzoku no Musume Ronja
3044,Tetsuwan Atom (1980)
39790,Adachi to Shimamura
53,Ai Yori Aoshi
36800,Amanchu! Advance
6164,Aoi Hana
1845,Gaiking: Legend of Daiku-Maryu
4549,Hokuto no Ken: Raoh Gaiden Ten no Haoh
2335,Kenyuu Densetsu Yaiba
38804,Kiratto Pri☆chan Season 2
44881,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season
37204,Aikatsu Friends!
1498,Black Blood Brothers
1312,Chikyuu Bouei Kigyou Dai-Guard
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku
40906,Dragon Quest: Dai no Daibouken (2020)
34787,Idol Time PriPara
16035,Karneval (TV)
606,Kazemakase Tsukikage Ran
189,Love Hina
1397,Macross 7
31884,Mahoutsukai Precure!
42340,Meikyuu Black Company
2834,Miracle☆Girls
2736,Mojakou
23673,Ookami Shoujo to Kuro Ouji
3363,RD Sennou Chousashitsu
42395,Shakunetsu Kabaddi
1860,Tokyo Majin Gakuen Kenpucho: Tou
25157,Trinity Seven
32924,Urara Meirochou
1543,Yoake Mae yori Ruriiro na: Crescent Love
11021,Muv-Luv Alternative: Total Eclipse
5200,Offside (TV)
2543,Robin Hood no Daibouken
31564,Sansha Sanyou
1108,Senkaiden Houshin Engi
678,Shadow Skill: Eigi
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai
478,Sousei no Aquarion
961,Virtua Fighter
34350,Alice to Zouroku
10447,Aquarion Evol
1371,Hi no Tori
5983,Higepiyo
8074,Highschool of the Dead
25159,Inou-Battle wa Nichijou-kei no Naka de
34104,Knight's & Magic
17247,Machine-Doll wa Kizutsukanai
604,Mahou no Stage Fancy Lala
1110,Mermaid Melody Pichi Pichi Pitch Pure
2333,Anime Sanjuushi
5032,Cobra The Animation
2907,Cyborg Kuro-chan
3327,Giant Gorg
3270,IGPX: Immortal Grand Prix (2005)
144,Kanon
634,Koi Kaze
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3
1738,Muteki Kanban Musume
1835,Ryuusei no Rockman
18277,Strike the Blood
4896,Umineko no Naku Koro ni
5397,Usavich III
1246,Yuugo: Koushounin
2151,Nils no Fushigi na Tabi
32013,Oshiete! Galko-chan
1564,Pokemon Advanced Generation
1601,Red Garden
32094,Reikenzan: Hoshikuzu-tachi no Utage
4063,Sekirei
21851,Tesagure! Bukatsumono Encore
2747,Tetsuwan Atom
37579,Tonari no Kyuuketsuki-san
3738,Usavich II
3614,Yakushiji Ryouko no Kaiki Jikenbo
37451,Boogiepop wa Warawanai (2019)
568,Bubblegum Crisis Tokyo 2040
2987,Ginga Hyouryuu Vifam
37447,Karakuri Circus (TV)
34607,Lostorage Conflated WIXOSS
8424,MM!
9346,Battle Spirits: Brave
4586,Daisuki! BuBu ChaCha
992,Dual! Parallel Lun-Lun Monogatari
14829,Fate/kaleid liner Prisma☆Illya
2624,"Flanders no Inu, Boku no Patrasche"
3670,Kikou Souseiki Mospeada
10336,Last Exile: Ginyoku no Fam
872,Mahou Shoujo-tai Arusu
6203,Sasameki Koto
6098,Sora no Manimani
2331,Uchuu Densetsu Ulysses 31
1264,Yoroiden Samurai Troopers
34176,Zero kara Hajimeru Mahou no Sho
3305,Muteki Koujin Daitarn 3
32829,Nobunaga no Shinobi
2570,Ochame na Futago: Claire Gakuin Monogatari
40746,Overflow
16051,Ro-Kyu-Bu! SS
2109,Rockman.EXE Stream
20973,Sekai Seifuku: Bouryaku no Zvezda
33031,Shakunetsu no Takkyuu Musume
79,Shuffle!
39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai."
1652,Uchuu Senkan Yamato III
31588,All Out!!
831,Chicchana Yukitsukai Sugar
1886,Fushigiboshi no☆Futagohime Gyu!
5267,Gamba no Bouken
395,Gantz 2nd Stage
37302,Kemurikusa (TV)
34106,Kyoukai no Rinne (TV) 3rd Season
10456,Kyoukaisenjou no Horizon
10397,Mashiro-iro Symphony: The Color of Lovers
1138,Medarot
2810,Anime Himitsu no Hanazono
1554,Asatte no Houkou.
2561,Captain Future
11783,Dog Days'
729,Hiatari Ryoukou!
3638,Kaiketsu Zorori
2818,Madou King Granzort
1588,Mamoru-kun ni Megami no Shukufuku wo!
521,Mermaid Melody Pichi Pichi Pitch
3437,Mister Ajikko
2931,Mokke
40529,No Guns Life 2nd Season
2110,Rockman.EXE Beast
6974,Seikimatsu Occult Gakuin
5220,Shangri-La
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita"
1602,Soukou no Strain
2011,Taiho Shichau zo Special
34019,Tsugumomo
10321,Uta no☆Prince-sama♪: Maji Love 1000%
26165,Yuri Kuma Arashi
8234,Muumin
912,Ninkuu
37126,Nobunaga no Shinobi: Anegawa Ishiyama-hen
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai
1569,Otome wa Boku ni Koishiteru
1493,Project ARMS: The 2nd Chapter
929,Seisenshi Dunbine
29163,Sore ga Seiyuu!
3332,Stop!! Hibari-kun!
876,Street Fighter II V
